0,0,6.7,0,180,27.2,0,0.14,baik
0,0,7.3,0,180,27.1,0,0.2,baik
0,0,7.5,0,180,27.5,0,0.16,baik
0,0,7.6,0,180,27.9,0,0.29,baik
0,0,7.9,0,170,27.9,0,0.15,baik
0,0,7.7,0,190,27.7,0,0.24,baik
0,0,8.3,0,180,28.9,0,0.38,baik
0,0,7.7,0,170,29.2,0,0.28,baik
0,0,7.4,0,170,28.6,0,0.44,baik
0,0,7.5,0,170,28.9,0,0.27,baik
0,0,8.2,0,170,26.2,0,0.31,baik
0,0,7.9,0,180,26.2,0,0.29,baik
0,0,7.7,0,170,26.3,0,0.23,baik
0,0,8,0,160,26.8,0,0.26,baik
0,0,7.9,0,160,26.9,0,0.24,baik
0,0,8.4,0,170,27.7,0,0.26,baik
0,0,8.3,0,170,27.4,0,0.21,baik
0,0,6.8,0,170,27.5,0,0.3,baik
0,0,7.4,0,170,28,0,0.26,baik
0,0,8,0,160,27.9,0,0.36,baik
0,0,8,0,180,28.3,0,0.25,baik
0,0,8.2,0,170,27.8,0,0.29,baik
0,0,8.3,0,170,28.5,0,0.23,baik
0,0,8.2,0,170,28.5,0,0.32,baik
0,0,7.1,0,210,26.8,0,0.34,baik
0,0,6.6,0,200,27.5,0,0.24,baik
0,0,6.6,0,190,28.8,0,0.16,baik
0,0,6.8,0,160,25.4,0,0.26,baik
0,0,7.4,0,210,29.2,0,0.23,baik
0,0,6.9,0,180,27.3,0,0.24,baik
0,0,6.8,0,170,27,0,0.26,baik
0,0,7.2,0,180,29.4,0,0.53,baik
0,0,6.9,0,170,27.7,0,0.5,baik
0,0,7.2,0,170,26.7,0,0.22,baik
0,0,7,0,170,26.7,0,0.25,baik
0,0,7,0,280,27.1,0,0.25,baik
0,0,7.6,0,190,28.4,0,0.23,baik
0,0,7.4,0,180,26.3,0,0.46,baik
0,0,7.9,0,170,26.7,0,0.32,baik
0,0,7.8,0,180,28.7,0,0.45,baik
0,0,7.9,0,150,27.5,0,0.25,baik
0,0,7.7,0,170,27.4,0,0.23,baik
0,0,7.6,0,160,27.4,0,0.23,baik
0,0,7.5,0,160,26.8,0,0.4,baik
0,0,7.4,0,160,26.7,0,0.27,baik
0,0,6.6,0,190,27.9,0,0.37,baik
0,0,8.1,0,180,27.5,0,0.18,baik
0,0,8.2,0,180,28.3,0,0.16,baik
0,0,7.9,0,170,26.9,0,0.22,baik
0,0,7.8,0,170,26.9,0,0.21,baik
0,0,7.9,0,170,26.9,0,0.21,baik
0,0,7.9,0,170,26.9,0,0.31,baik
